transcript	module	goodGenes
Solyc01g007740.2.1	turquoise	TRUE
Solyc01g007810.1.1	turquoise	TRUE
Solyc01g007830.1.1	turquoise	TRUE
Solyc01g007840.2.1	turquoise	TRUE
Solyc01g007860.2.1	turquoise	TRUE
Solyc01g007970.1.1	magenta	TRUE
Solyc01g007990.2.1	turquoise	TRUE
Solyc01g008000.2.1	lightgreen	TRUE
Solyc01g008010.2.1	turquoise	TRUE
Solyc01g008020.2.1	lightgreen	TRUE
Solyc01g008060.2.1	greenyellow	TRUE
Solyc01g008080.2.1	greenyellow	TRUE
Solyc01g008090.2.1	lightgreen	TRUE
Solyc01g008100.2.1	turquoise	TRUE
Solyc01g008120.2.1	turquoise	TRUE
Solyc01g008130.2.1	turquoise	TRUE
Solyc01g008140.2.1	turquoise	TRUE
Solyc01g008180.2.1	turquoise	TRUE
Solyc01g008210.2.1	turquoise	TRUE
Solyc01g008220.2.1	turquoise	TRUE
Solyc01g008310.2.1	turquoise	TRUE
Solyc01g008320.2.1	turquoise	TRUE
Solyc01g008340.2.1	lightgreen	TRUE
Solyc01g008380.1.1	turquoise	TRUE
Solyc01g008480.2.1	greenyellow	TRUE
Solyc01g008520.2.1	turquoise	TRUE
Solyc01g008670.2.1	royalblue	TRUE
Solyc01g008770.2.1	darkred	TRUE
Solyc01g008970.2.1	turquoise	TRUE
Solyc01g009000.2.1	lightgreen	TRUE
Solyc01g009010.2.1	turquoise	TRUE
Solyc01g009100.2.1	lightgreen	TRUE
Solyc01g009110.2.1	turquoise	TRUE
Solyc01g009120.2.1	darkred	TRUE
Solyc01g009160.2.1	magenta	TRUE
Solyc01g009180.2.1	turquoise	TRUE
Solyc01g009240.2.1	lightgreen	TRUE
Solyc01g009380.2.1	turquoise	TRUE
Solyc01g009390.2.1	turquoise	TRUE
Solyc01g009420.2.1	magenta	TRUE
Solyc01g009480.2.1	greenyellow	TRUE
Solyc01g009500.2.1	turquoise	TRUE
Solyc01g009520.2.1	lightgreen	TRUE
Solyc01g009570.2.1	turquoise	TRUE
Solyc01g009620.2.1	magenta	TRUE
Solyc01g009630.2.1	turquoise	TRUE
Solyc01g009700.1.1	turquoise	TRUE
Solyc01g009850.2.1	magenta	TRUE
Solyc01g009900.2.1	turquoise	TRUE
Solyc01g009990.2.1	turquoise	TRUE
Solyc01g010000.2.1	magenta	TRUE
Solyc01g010050.2.1	turquoise	TRUE
Solyc01g010060.2.1	turquoise	TRUE
Solyc01g010270.2.1	greenyellow	TRUE
Solyc01g010310.2.1	magenta	TRUE
Solyc01g010510.2.1	magenta	TRUE
Solyc01g010580.2.1	magenta	TRUE
Solyc01g010590.2.1	darkred	TRUE
Solyc01g010610.1.1	turquoise	TRUE
Solyc01g010650.2.1	turquoise	TRUE
Solyc01g010700.2.1	turquoise	TRUE
Solyc01g010770.2.1	turquoise	TRUE
Solyc01g010820.2.1	turquoise	TRUE
Solyc01g010860.2.1	turquoise	TRUE
Solyc01g010880.2.1	turquoise	TRUE
Solyc01g010920.1.1	turquoise	TRUE
Solyc01g010930.2.1	magenta	TRUE
Solyc01g011010.2.1	turquoise	TRUE
Solyc01g011030.2.1	magenta	TRUE
Solyc01g011080.2.1	turquoise	TRUE
Solyc01g011090.2.1	greenyellow	TRUE
Solyc01g011100.2.1	greenyellow	TRUE
Solyc01g011510.2.1	turquoise	TRUE
Solyc01g013900.2.1	turquoise	TRUE
Solyc01g014270.2.1	turquoise	TRUE
Solyc01g014510.1.1	turquoise	TRUE
Solyc01g014520.1.1	turquoise	TRUE
Solyc01g015020.2.1	darkred	TRUE
Solyc01g016330.1.1	turquoise	TRUE
Solyc01g016470.2.1	magenta	TRUE
Solyc01g016550.1.1	turquoise	TRUE
Solyc01g016560.1.1	turquoise	TRUE
Solyc01g017530.1.1	turquoise	TRUE
Solyc01g020140.2.1	magenta	TRUE
Solyc01g020150.2.1	lightgreen	TRUE
Solyc01g020190.2.1	greenyellow	TRUE
Solyc01g021720.1.1	lightgreen	TRUE
Solyc01g028800.1.1	greenyellow	TRUE
Solyc01g028810.2.1	turquoise	TRUE
Solyc01g028930.2.1	turquoise	TRUE
Solyc01g033980.2.1	greenyellow	TRUE
Solyc01g034160.1.1	turquoise	TRUE
Solyc01g044240.2.1	turquoise	TRUE
Solyc01g044370.1.1	darkred	TRUE
Solyc01g049700.2.1	turquoise	TRUE
Solyc01g049810.2.1	lightgreen	TRUE
Solyc01g050070.2.1	turquoise	TRUE
Solyc01g056480.2.1	lightgreen	TRUE
Solyc01g056570.2.1	turquoise	TRUE
Solyc01g056690.2.1	greenyellow	TRUE
Solyc01g056740.1.1	turquoise	TRUE
Solyc01g056940.2.1	lightgreen	TRUE
Solyc01g057270.2.1	turquoise	TRUE
Solyc01g057310.2.1	royalblue	TRUE
Solyc01g057320.1.1	royalblue	TRUE
Solyc01g057390.2.1	magenta	TRUE
Solyc01g057580.1.1	turquoise	TRUE
Solyc01g057600.2.1	magenta	TRUE
Solyc01g057780.2.1	turquoise	TRUE
Solyc01g057980.2.1	turquoise	TRUE
Solyc01g058170.2.1	darkred	TRUE
Solyc01g058270.2.1	royalblue	TRUE
Solyc01g058410.1.1	royalblue	TRUE
Solyc01g058470.1.1	greenyellow	TRUE
Solyc01g058490.1.1	turquoise	TRUE
Solyc01g058670.2.1	turquoise	TRUE
Solyc01g058720.2.1	royalblue	TRUE
Solyc01g059860.2.1	turquoise	TRUE
Solyc01g059920.2.1	magenta	TRUE
Solyc01g059930.2.1	turquoise	TRUE
Solyc01g060100.2.1	darkred	TRUE
Solyc01g060130.2.1	magenta	TRUE
Solyc01g060250.2.1	turquoise	TRUE
Solyc01g060460.1.1	turquoise	TRUE
Solyc01g065490.2.1	turquoise	TRUE
Solyc01g065530.2.1	turquoise	TRUE
Solyc01g065550.2.1	greenyellow	TRUE
Solyc01g065560.2.1	darkred	TRUE
Solyc01g065710.2.1	turquoise	TRUE
Solyc01g065840.2.1	royalblue	TRUE
Solyc01g065980.2.1	turquoise	TRUE
Solyc01g066050.2.1	turquoise	TRUE
Solyc01g066060.2.1	magenta	TRUE
Solyc01g066310.2.1	magenta	TRUE
Solyc01g066340.2.1	turquoise	TRUE
Solyc01g066570.2.1	darkred	TRUE
Solyc01g066620.2.1	turquoise	TRUE
Solyc01g066730.2.1	turquoise	TRUE
Solyc01g066820.2.1	turquoise	TRUE
Solyc01g066830.2.1	greenyellow	TRUE
Solyc01g066840.2.1	lightgreen	TRUE
Solyc01g067030.2.1	magenta	TRUE
Solyc01g067070.2.1	turquoise	TRUE
Solyc01g067180.2.1	magenta	TRUE
Solyc01g067260.2.1	magenta	TRUE
Solyc01g067400.2.1	lightgreen	TRUE
Solyc01g067570.2.1	turquoise	TRUE
Solyc01g067600.2.1	turquoise	TRUE
Solyc01g067660.2.1	greenyellow	TRUE
Solyc01g067690.2.1	turquoise	TRUE
Solyc01g067900.2.1	turquoise	TRUE
Solyc01g067910.2.1	turquoise	TRUE
Solyc01g068000.2.1	turquoise	TRUE
Solyc01g068070.2.1	turquoise	TRUE
Solyc01g068080.2.1	turquoise	TRUE
Solyc01g068150.2.1	magenta	TRUE
Solyc01g068170.2.1	royalblue	TRUE
Solyc01g068180.2.1	darkred	TRUE
Solyc01g068200.2.1	turquoise	TRUE
Solyc01g068370.2.1	turquoise	TRUE
Solyc01g068450.2.1	greenyellow	TRUE
Solyc01g068520.1.1	royalblue	TRUE
Solyc01g068620.2.1	turquoise	TRUE
Solyc01g073640.2.1	turquoise	TRUE
Solyc01g073650.2.1	turquoise	TRUE
Solyc01g073690.2.1	turquoise	TRUE
Solyc01g073720.2.1	turquoise	TRUE
Solyc01g073900.2.1	turquoise	TRUE
Solyc01g073940.2.1	turquoise	TRUE
Solyc01g074000.2.1	turquoise	TRUE
Solyc01g074020.2.1	turquoise	TRUE
Solyc01g074030.2.1	turquoise	TRUE
Solyc01g079060.2.1	lightgreen	TRUE
Solyc01g079070.2.1	lightgreen	TRUE
Solyc01g079110.2.1	turquoise	TRUE
Solyc01g079220.2.1	turquoise	TRUE
Solyc01g079310.2.1	turquoise	TRUE
Solyc01g079330.2.1	turquoise	TRUE
Solyc01g079340.2.1	turquoise	TRUE
Solyc01g079360.2.1	turquoise	TRUE
Solyc01g079380.1.1	turquoise	TRUE
Solyc01g079390.2.1	magenta	TRUE
Solyc01g079400.2.1	turquoise	TRUE
Solyc01g079480.2.1	turquoise	TRUE
Solyc01g079490.2.1	lightgreen	TRUE
Solyc01g079510.2.1	darkred	TRUE
Solyc01g079590.2.1	turquoise	TRUE
Solyc01g079670.2.1	turquoise	TRUE
Solyc01g079710.2.1	greenyellow	TRUE
Solyc01g079770.2.1	magenta	TRUE
Solyc01g079980.2.1	darkred	TRUE
Solyc01g080040.2.1	turquoise	TRUE
Solyc01g080130.2.1	turquoise	TRUE
Solyc01g080140.2.1	turquoise	TRUE
Solyc01g080170.2.1	lightgreen	TRUE
Solyc01g080180.2.1	darkred	TRUE
Solyc01g080220.2.1	turquoise	TRUE
Solyc01g080250.2.1	greenyellow	TRUE
Solyc01g080270.2.1	turquoise	TRUE
Solyc01g080350.2.1	turquoise	TRUE
Solyc01g080400.2.1	magenta	TRUE
Solyc01g080480.2.1	turquoise	TRUE
Solyc01g080530.2.1	darkred	TRUE
Solyc01g080540.2.1	turquoise	TRUE
Solyc01g080570.2.1	magenta	TRUE
Solyc01g080620.2.1	turquoise	TRUE
Solyc01g080660.2.1	turquoise	TRUE
Solyc01g080810.2.1	greenyellow	TRUE
Solyc01g080910.2.1	turquoise	TRUE
Solyc01g080930.2.1	turquoise	TRUE
Solyc01g080940.2.1	turquoise	TRUE
Solyc01g081000.2.1	turquoise	TRUE
Solyc01g081150.2.1	magenta	TRUE
Solyc01g081190.2.1	turquoise	TRUE
Solyc01g081290.2.1	turquoise	TRUE
Solyc01g081310.2.1	magenta	TRUE
Solyc01g081320.2.1	greenyellow	TRUE
Solyc01g081380.2.1	turquoise	TRUE
Solyc01g081400.2.1	magenta	TRUE
Solyc01g081410.2.1	turquoise	TRUE
Solyc01g081450.2.1	darkred	TRUE
Solyc01g081510.2.1	turquoise	TRUE
Solyc01g081520.2.1	darkred	TRUE
Solyc01g081610.2.1	turquoise	TRUE
Solyc01g086700.2.1	turquoise	TRUE
Solyc01g086750.2.1	lightgreen	TRUE
Solyc01g086800.2.1	turquoise	TRUE
Solyc01g086850.2.1	magenta	TRUE
Solyc01g086980.2.1	darkred	TRUE
Solyc01g087030.2.1	magenta	TRUE
Solyc01g087040.2.1	lightgreen	TRUE
Solyc01g087050.2.1	turquoise	TRUE
Solyc01g087080.2.1	turquoise	TRUE
Solyc01g087090.2.1	turquoise	TRUE
Solyc01g087120.2.1	turquoise	TRUE
Solyc01g087150.2.1	turquoise	TRUE
Solyc01g087160.2.1	turquoise	TRUE
Solyc01g087200.2.1	turquoise	TRUE
Solyc01g087240.2.1	lightgreen	TRUE
Solyc01g087260.2.1	turquoise	TRUE
Solyc01g087320.2.1	lightgreen	TRUE
Solyc01g087360.1.1	turquoise	TRUE
Solyc01g087370.2.1	turquoise	TRUE
Solyc01g087380.2.1	turquoise	TRUE
Solyc01g087390.2.1	turquoise	TRUE
Solyc01g087400.2.1	turquoise	TRUE
Solyc01g087410.2.1	turquoise	TRUE
Solyc01g087440.2.1	turquoise	TRUE
Solyc01g087450.2.1	turquoise	TRUE
Solyc01g087480.1.1	royalblue	TRUE
Solyc01g087490.2.1	turquoise	TRUE
Solyc01g087530.2.1	greenyellow	TRUE
Solyc01g087540.2.1	turquoise	TRUE
Solyc01g087710.2.1	turquoise	TRUE
Solyc01g087790.2.1	turquoise	TRUE
Solyc01g087890.2.1	magenta	TRUE
Solyc01g087970.2.1	magenta	TRUE
Solyc01g088000.2.1	turquoise	TRUE
Solyc01g088020.2.1	turquoise	TRUE
Solyc01g088160.2.1	magenta	TRUE
Solyc01g088200.2.1	turquoise	TRUE
Solyc01g088210.2.1	turquoise	TRUE
Solyc01g088220.2.1	turquoise	TRUE
Solyc01g088230.2.1	turquoise	TRUE
Solyc01g088260.2.1	turquoise	TRUE
Solyc01g088270.2.1	greenyellow	TRUE
Solyc01g088420.2.1	turquoise	TRUE
Solyc01g088430.2.1	turquoise	TRUE
Solyc01g088440.2.1	greenyellow	TRUE
Solyc01g088450.2.1	magenta	TRUE
Solyc01g088550.2.1	darkred	TRUE
Solyc01g088610.2.1	turquoise	TRUE
Solyc01g088640.2.1	magenta	TRUE
Solyc01g088650.2.1	darkred	TRUE
Solyc01g088700.2.1	turquoise	TRUE
Solyc01g088730.2.1	lightgreen	TRUE
Solyc01g088790.2.1	turquoise	TRUE
Solyc01g088830.2.1	turquoise	TRUE
Solyc01g089850.2.1	turquoise	TRUE
Solyc01g089970.2.1	turquoise	TRUE
Solyc01g090040.2.1	lightgreen	TRUE
Solyc01g090120.2.1	royalblue	TRUE
Solyc01g090190.2.1	darkred	TRUE
Solyc01g090230.2.1	turquoise	TRUE
Solyc01g090290.2.1	lightgreen	TRUE
Solyc01g090340.2.1	turquoise	TRUE
Solyc01g090380.2.1	turquoise	TRUE
Solyc01g090430.2.1	turquoise	TRUE
Solyc01g090450.2.1	lightgreen	TRUE
Solyc01g090480.2.1	turquoise	TRUE
Solyc01g090490.1.1	magenta	TRUE
Solyc01g090510.2.1	lightgreen	TRUE
Solyc01g090590.2.1	turquoise	TRUE
Solyc01g090680.2.1	lightgreen	TRUE
Solyc01g090690.2.1	turquoise	TRUE
Solyc01g090700.2.1	turquoise	TRUE
Solyc01g090750.2.1	darkred	TRUE
Solyc01g090800.2.1	turquoise	TRUE
Solyc01g090870.1.1	turquoise	TRUE
Solyc01g090880.2.1	turquoise	TRUE
Solyc01g090890.2.1	royalblue	TRUE
Solyc01g090900.2.1	turquoise	TRUE
Solyc01g090920.2.1	darkred	TRUE
Solyc01g090990.2.1	turquoise	TRUE
Solyc01g091020.2.1	lightgreen	TRUE
Solyc01g091030.2.1	magenta	TRUE
Solyc01g091090.2.1	darkred	TRUE
Solyc01g091190.2.1	turquoise	TRUE
Solyc01g091300.2.1	royalblue	TRUE
Solyc01g091310.2.1	magenta	TRUE
Solyc01g091340.2.1	lightgreen	TRUE
Solyc01g091350.2.1	magenta	TRUE
Solyc01g091370.2.1	turquoise	TRUE
Solyc01g091400.2.1	turquoise	TRUE
Solyc01g091450.2.1	turquoise	TRUE
Solyc01g091460.2.1	turquoise	TRUE
Solyc01g091480.2.1	turquoise	TRUE
Solyc01g091570.2.1	turquoise	TRUE
Solyc01g091580.2.1	turquoise	TRUE
Solyc01g091610.1.1	turquoise	TRUE
Solyc01g091620.2.1	turquoise	TRUE
Solyc01g091660.2.1	turquoise	TRUE
Solyc01g091670.2.1	turquoise	TRUE
Solyc01g091690.2.1	turquoise	TRUE
Solyc01g091710.2.1	turquoise	TRUE
Solyc01g091730.2.1	turquoise	TRUE
Solyc01g091740.2.1	turquoise	TRUE
Solyc01g091900.2.1	magenta	TRUE
Solyc01g091910.2.1	turquoise	TRUE
Solyc01g091940.2.1	turquoise	TRUE
Solyc01g091950.2.1	turquoise	TRUE
Solyc01g092950.2.1	turquoise	TRUE
Solyc01g093990.2.1	magenta	TRUE
Solyc01g094050.1.1	lightgreen	TRUE
Solyc01g094060.2.1	lightgreen	TRUE
Solyc01g094070.2.1	turquoise	TRUE
Solyc01g094090.2.1	turquoise	TRUE
Solyc01g094110.2.1	turquoise	TRUE
Solyc01g094130.2.1	magenta	TRUE
Solyc01g094150.2.1	magenta	TRUE
Solyc01g094190.2.1	turquoise	TRUE
Solyc01g094350.2.1	turquoise	TRUE
Solyc01g094410.2.1	magenta	TRUE
Solyc01g094470.2.1	magenta	TRUE
Solyc01g094490.2.1	turquoise	TRUE
Solyc01g094550.2.1	turquoise	TRUE
Solyc01g094570.2.1	magenta	TRUE
Solyc01g094590.2.1	turquoise	TRUE
Solyc01g094600.2.1	royalblue	TRUE
Solyc01g094630.2.1	lightgreen	TRUE
Solyc01g094650.2.1	darkred	TRUE
Solyc01g094670.2.1	greenyellow	TRUE
Solyc01g094750.2.1	turquoise	TRUE
Solyc01g094780.2.1	turquoise	TRUE
Solyc01g094790.2.1	darkred	TRUE
Solyc01g094820.2.1	turquoise	TRUE
Solyc01g094920.2.1	turquoise	TRUE
Solyc01g094940.2.1	turquoise	TRUE
Solyc01g094970.2.1	turquoise	TRUE
Solyc01g095010.2.1	greenyellow	TRUE
Solyc01g095020.2.1	greenyellow	TRUE
Solyc01g095110.2.1	magenta	TRUE
Solyc01g095220.2.1	turquoise	TRUE
Solyc01g095230.2.1	turquoise	TRUE
Solyc01g095280.2.1	turquoise	TRUE
Solyc01g095290.2.1	royalblue	TRUE
Solyc01g095300.2.1	magenta	TRUE
Solyc01g095310.1.1	magenta	TRUE
Solyc01g095320.2.1	turquoise	TRUE
Solyc01g095330.2.1	turquoise	TRUE
Solyc01g095340.2.1	turquoise	TRUE
Solyc01g095360.2.1	turquoise	TRUE
Solyc01g095390.2.1	turquoise	TRUE
Solyc01g095510.2.1	turquoise	TRUE
Solyc01g095540.2.1	turquoise	TRUE
Solyc01g095580.2.1	turquoise	TRUE
Solyc01g095590.2.1	turquoise	TRUE
Solyc01g095610.2.1	royalblue	TRUE
Solyc01g095700.2.1	turquoise	TRUE
Solyc01g095730.2.1	turquoise	TRUE
Solyc01g095770.2.1	turquoise	TRUE
Solyc01g095890.2.1	turquoise	TRUE
Solyc01g095990.2.1	turquoise	TRUE
Solyc01g096010.2.1	lightgreen	TRUE
Solyc01g096040.2.1	magenta	TRUE
Solyc01g096050.2.1	turquoise	TRUE
Solyc01g096080.2.1	turquoise	TRUE
Solyc01g096150.2.1	greenyellow	TRUE
Solyc01g096220.2.1	turquoise	TRUE
Solyc01g096230.2.1	greenyellow	TRUE
Solyc01g096250.2.1	darkred	TRUE
Solyc01g096290.2.1	lightgreen	TRUE
Solyc01g096370.2.1	turquoise	TRUE
Solyc01g096400.2.1	turquoise	TRUE
Solyc01g096420.2.1	turquoise	TRUE
Solyc01g096470.2.1	turquoise	TRUE
Solyc01g096580.2.1	greenyellow	TRUE
Solyc01g096590.2.1	greenyellow	TRUE
Solyc01g096650.2.1	lightgreen	TRUE
Solyc01g096660.2.1	turquoise	TRUE
Solyc01g096670.2.1	turquoise	TRUE
Solyc01g096700.2.1	darkred	TRUE
Solyc01g096820.2.1	darkred	TRUE
Solyc01g096910.2.1	turquoise	TRUE
Solyc01g096930.2.1	turquoise	TRUE
Solyc01g096990.2.1	greenyellow	TRUE
Solyc01g097040.2.1	greenyellow	TRUE
Solyc01g097150.2.1	turquoise	TRUE
Solyc01g097170.2.1	turquoise	TRUE
Solyc01g097190.2.1	lightgreen	TRUE
Solyc01g097210.2.1	turquoise	TRUE
Solyc01g097220.1.1	lightgreen	TRUE
Solyc01g097230.2.1	lightgreen	TRUE
Solyc01g097260.2.1	turquoise	TRUE
Solyc01g097300.2.1	darkred	TRUE
Solyc01g097310.2.1	turquoise	TRUE
Solyc01g097320.2.1	royalblue	TRUE
Solyc01g097340.2.1	magenta	TRUE
Solyc01g097350.2.1	turquoise	TRUE
Solyc01g097450.2.1	magenta	TRUE
Solyc01g097460.2.1	turquoise	TRUE
Solyc01g097470.2.1	lightgreen	TRUE
Solyc01g097540.2.1	turquoise	TRUE
Solyc01g097600.1.1	turquoise	TRUE
Solyc01g097760.2.1	lightgreen	TRUE
Solyc01g097800.2.1	magenta	TRUE
Solyc01g097810.2.1	turquoise	TRUE
Solyc01g097820.2.1	magenta	TRUE
Solyc01g097830.2.1	turquoise	TRUE
Solyc01g097840.2.1	turquoise	TRUE
Solyc01g097870.2.1	turquoise	TRUE
Solyc01g097880.2.1	turquoise	TRUE
Solyc01g097890.2.1	greenyellow	TRUE
Solyc01g097930.2.1	turquoise	TRUE
Solyc01g097940.1.1	magenta	TRUE
Solyc01g098000.2.1	lightgreen	TRUE
Solyc01g098030.2.1	greenyellow	TRUE
Solyc01g098080.2.1	darkred	TRUE
Solyc01g098090.2.1	royalblue	TRUE
Solyc01g098100.2.1	lightgreen	TRUE
Solyc01g098110.2.1	greenyellow	TRUE
Solyc01g098140.2.1	turquoise	TRUE
Solyc01g098150.2.1	turquoise	TRUE
Solyc01g098160.2.1	turquoise	TRUE
Solyc01g098180.2.1	turquoise	TRUE
Solyc01g098200.2.1	turquoise	TRUE
Solyc01g098230.2.1	magenta	TRUE
Solyc01g098240.1.1	greenyellow	TRUE
Solyc01g098350.2.1	turquoise	TRUE
Solyc01g098380.2.1	lightgreen	TRUE
Solyc01g098410.2.1	turquoise	TRUE
Solyc01g098450.2.1	turquoise	TRUE
Solyc01g098480.1.1	magenta	TRUE
Solyc01g098580.2.1	turquoise	TRUE
Solyc01g098690.2.1	turquoise	TRUE
Solyc01g098710.2.1	lightgreen	TRUE
Solyc01g098820.2.1	turquoise	TRUE
Solyc01g098830.2.1	turquoise	TRUE
Solyc01g098840.2.1	turquoise	TRUE
Solyc01g098950.1.1	greenyellow	TRUE
Solyc01g099050.2.1	turquoise	TRUE
Solyc01g099060.1.1	greenyellow	TRUE
Solyc01g099110.2.1	greenyellow	TRUE
Solyc01g099120.2.1	turquoise	TRUE
Solyc01g099220.2.1	turquoise	TRUE
Solyc01g099290.2.1	turquoise	TRUE
Solyc01g099300.2.1	turquoise	TRUE
